,train,val,test
15,2019-06-11 00_41_54-lv1-18167-11288-3168-2640,2019-07805-1-1-1_2019-05-29 05_23_08-lv1-28048-27815-6537-5899,D20190445003_2019-06-10 14_30_16-lv1-17239-5355-2025-3631
16,2019-06-10 21_46_37-lv1-1963-11036-5760-5033,2019-07460-1-2-2_2019-05-29 08_55_54-lv1-37722-23968-3349-2585,D20180598601_2019-06-10 13_23_14-lv1-36698-13817-4720-3742
17,D20180723501_2019-06-10 13_47_37-lv1-15778-1569-3997-4912,2019-10732-1-1-1_2019-05-28 17_14_07-lv1-51181-12875-6891-4298,2019-06-10 22_26_06-lv1-15337-8125-3034-2931
18,2019-10732-1-4-4_2019-05-28 16_46_57-lv1-36798-25730-4427-4159,2019-06-10 23_36_39-lv1-1930-13440-7372-5154,2019-06-10 12_45_24-lv1-14780-12159-9189-6892
19,2019-07506-1-2-2_2019-05-29 06_26_57-lv1-31603-13183-2993-3051,2019-08980-1-1-1_2019-05-28 21_41_50-lv1-56141-20419-6353-6092,D20180591902_2019-06-10 13_28_09-lv1-1674-15873-4963-2856
20,2019-08857-1-1-1_2019-05-29 00_37_12-lv1-40565-10309-6524-4436,2019-07501-1-1-1_2019-05-29 08_22_25-lv1-8582-14509-4265-3814,2019-06-10 23_27_48-lv1-16624-8122-4998-3181
21,2019-07506-1-5-5_2019-05-29 06_09_14-lv1-14171-23920-4547-5510,2019-05891-1-4-4_2019-05-29 03_22_47-lv1-36843-10055-2371-1792,2019-06-10 23_59_07-lv1-798-12496-7952-6305
22,1902386001_2019-06-11 12_18_33-lv1-34115-10181-917-1041,2019-06-10 21_54_03-lv1-17389-15099-4083-3976,2019-06-04 17_17_30-lv1-21164-4782-5494-4074
23,2019-07506-1-4-4_2019-05-29 01_58_32-lv1-56732-2612-3294-6248,2019-06-10 23_49_33-lv1-20987-9779-5238-4889,D20190284802_2019-06-10 15_06_21-lv1-34384-14661-5589-4144
24,2019-06-10 22_26_06-lv1-12611-14863-3497-2931,2019-10946-1-1-1_2019-05-28 15_40_39-lv1-22021-16267-4506-6971,2019-07805-1-1-1_2019-05-29 05_23_08-lv1-38935-29409-9948-4414
25,2019-06-11 00_36_01-lv1-12914-3653-4371-3588,1902369001_2019-06-11 12_30_17-lv1-24621-16433-4669-6003,2019-06-10 21_11_51-lv1-8969-8290-5968-6687
26,2019-10732-1-4-4_2019-05-28 16_46_57-lv1-30727-24050-5932-6576,2019-06-10 13_05_20-lv1-17842-13598-5179-3110,2019-08980-1-3-3_2019-05-28 21_23_16-lv1-46154-12136-4958-4110
27,2019-06-04 18_19_44-lv1-5723-9984-5601-5270,2019-06-11 00_04_48-lv1-7537-37926-2107-1554,2019-10296-1-1-1_2019-05-28 18_05_02-lv1-56485-13239-6689-7042
28,D20180572305_2019-06-10 13_42_00-lv1-4933-15217-2672-2128,2019-06-10 11_34_05-lv1-13604-36857-3706-3776,2019-08974-1-4-4_2019-05-28 23_27_16-lv1-43017-11764-6185-6306
29,2019-06-10 21_25_25-lv1-722-20382-9031-4759,1903326001_2019-06-11 12_07_06-lv1-18648-16700-3610-3417,2019-08857-1-1-1_2019-05-29 00_37_12-lv1-51983-12331-6459-4436
30,2019-10737-1-1-1_2019-05-28 16_25_50-lv1-28510-5095-6046-6046,2019-10327-1-1-1_2019-05-28 17_55_39-lv1-47692-11609-5464-5695,2019-06-10 21_03_27-lv1-17203-4033-3433-4087
31,1903326001_2019-06-11 12_07_06-lv1-3173-23728-2837-3546,2019-10737-1-4-4_2019-05-28 16_02_11-lv1-21062-7815-8844-9859,2019-06-04 17_11_55-lv1-17893-6300-4642-3481
32,2019-06-11 00_17_48-lv1-19548-14335-4905-7390,D20190399101_2019-06-10 14_34_19-lv1-20934-28904-6720-5415,D20181168805_2019-06-10 11_18_54-lv1-14997-12159-3546-4610
33,1902160001_2019-06-11 12_36_32-lv1-47122-16946-4823-2643,2019-06-10 21_26_57-lv1-25069-12070-4045-3719,2019-07506-1-3-3_2019-05-29 06_19_09-lv1-26994-7875-5933-4397
34,1902386001_2019-06-11 12_18_33-lv1-32081-9809-2306-2009,2019-06-11 00_41_54-lv1-1399-14853-3960-2640,2019-06-11 00_52_45-lv1-3219-3773-2179-2615
35,1902386002_2019-06-11 12_23_22-lv1-22824-31253-5676-4175,1902386001_2019-06-11 12_18_33-lv1-31989-4782-3653-3170,2019-08976-1-2-2_2019-05-28 22_58_46-lv1-41616-6944-5288-5351
36,2019-10737-1-5-5_2019-05-28 15_54_44-lv1-25095-13037-4256-2318,1901020001_2019-06-11 13_10_29-lv1-16703-32518-3858-4656,2019-08140-1-1-1_2019-05-29 01_22_08-lv1-35731-12680-1844-3465
37,1902386001_2019-06-11 12_18_33-lv1-31089-11000-1463-1314,2019-10195-1-2-2_2019-05-28 19_12_24-lv1-43980-10703-3804-4062,2019-10737-1-6-6_2019-05-28 15_47_35-lv1-19582-23423-8743-5611
38,2019-06-10 23_25_16-lv1-17265-14669-3223-4835,2019-06-10 22_03_21-lv1-25780-18860-6586-6346,2019-06-10 22_36_47-lv1-26860-18177-2272-2215
39,2019-07498-1-2-2_2019-05-29 08_30_31-lv1-25906-27222-11411-7160,1902427001_2019-06-11 12_12_29-lv1-18613-16414-3481-3606,2019-06-10 22_42_40-lv1-17982-13510-6140-6693
40,2019-06-10 23_12_06-lv1-625-22558-3517-3274,2019_04115_1-1_2019-02-20 20_13_37-lv1-40690-7875-4758-4116,2019-09687-1-1-1_2019-05-28 19_57_12-lv1-60101-8892-4289-3546
41,2019-10200-1-1-1_2019-05-29 10_38_50-lv1-60510-5526-4202-3972,D20171243404_2019-05-21 11_08_16-lv1-28314-26023-5734-5120,2019-06-10 22_57_15-lv1-19978-7881-5271-3497
42,2019-06-11 09_15_18-lv1-14414-13849-6581-6338,2019_07303_1-1_2019-02-20 20_59_23-lv1-55167-19441-3666-5307,2019-05890-1-4-4_2019-05-29 03_52_40-lv1-47737-11154-7802-9929
43,2019-06-10 22_07_12-lv1-18929-19358-3368-3975,18-01592B_2019-05-07 22_04_43-lv1-17807-19672-6802-4901,D20181047302_2019-06-10 11_38_18-lv1-29203-11848-4255-4400
44,2019-05891-1-2-2_2019-05-29 03_30_03-lv1-22122-12185-5735-4874,1800883002_2019-04-30 09_57_31-lv1-28885-30819-3472-3263,2019-06-04 17_40_26-lv1-18832-16983-4029-4720
45,2019-10732-1-5-5_2019-05-28 16_40_29-lv1-19373-12112-8943-4506,2018_83253_1-1_2019-02-20 18_38_45-lv1-4605-26032-2864-4185,2019-10732-1-1-1_2019-05-28 17_14_07-lv1-33615-23595-7025-4639
46,2019-12011-1-1-1_2019-05-28 14_48_57-lv1-45984-17767-1772-1763,D20170518201_2019-05-14 12_05_30-lv1-39601-28026-5393-3901,2019-06-10 12_32_46-lv1-16547-15918-4321-3621
47,2019-06-10 21_41_32-lv1-28368-16176-7679-4154,18-11879A_2019-05-08 01_03_15-lv1-10916-21067-2928-2104,2019-09674-1-1-1_2019-05-28 20_06_49-lv1-58395-27408-5055-3742
48,2019-08979-1-2-2_2019-05-28 22_27_41-lv1-66063-26372-3997-10123,D201802734_2019-05-14 15_33_06-lv1-27790-35298-7029-4792,1902160001_2019-06-11 12_36_32-lv1-44190-20016-5916-4469
49,2019-11842-1-1-1_2019-05-28 14_22_48-lv1-29162-19047-3919-3782,D201803511_2019-05-14 15_24_16-lv1-29331-25897-3352-3718,2019-06-04 17_29_52-lv1-44644-13519-7725-4601
50,2019-05890-1-4-4_2019-05-29 03_52_40-lv1-32907-20569-8446-9156,D201710920_2019-05-21 11_52_57-lv1-33534-26482-6376-4721,2019-08241-1-1-1_2019-05-29 01_13_54-lv1-36385-6963-3544-4165
51,D20190284802_2019-06-10 15_06_21-lv1-30021-14980-3810-4071,18-01913A_2019-05-07 22_11_13-lv1-23474-19944-5901-4637,2019-06-10 13_44_16-lv1-15065-13356-3316-3362
52,2019-06-10 13_44_16-lv1-1845-11483-3788-4007,18-01592A_2019-05-07 21_59_18-lv1-18492-12001-4720-3984,2019-08974-1-5-5_2019-05-28 23_17_50-lv1-33952-9759-6526-5268
53,2019-06-10 23_12_06-lv1-29612-14068-3638-3032,2018_73834_1-1_2019-02-21 00_16_28-lv1-51263-10561-2816-4137,2019-06-11 00_27_53-lv1-16800-16976-3004-3354
54,D20190286206_2019-06-10 14_58_35-lv1-1713-13042-2567-3133,D20170503802_2019-05-14 11_50_43-lv1-39235-25403-4168-5223,2019-11827-1-1-1_2019-05-28 14_14_04-lv1-38890-14353-5119-7083
55,1900836001_2019-06-11 13_14_48-lv1-16806-16161-5025-3954,18-13347A_2019-05-08 01_31_58-lv1-14057-17758-5693-6244,1800769002_2019-06-11 13_32_47-lv1-38941-15268-2353-4445
56,1900836001_2019-06-11 13_14_48-lv1-32827-16059-4438-4132,2018_74969_1-1_2019-02-21 00_48_39-lv1-35186-14908-3285-3747,2019-10732-1-5-5_2019-05-28 16_40_29-lv1-37280-16311-8989-5437
57,2019-07506-1-2-2_2019-05-29 06_26_57-lv1-26134-9614-4893-5181,2019_02170_1-1_2019-02-20 19_32_09-lv1-23415-18659-7032-6341,2019-06-10 23_36_39-lv1-10151-9330-7307-5415
58,2019-10732-1-6-6_2019-05-28 16_33_17-lv1-43103-2848-6491-8333,18-09530A_2019-05-07 23_50_03-lv1-38517-18204-4297-2516,2019-08976-1-3-3_2019-05-28 22_53_15-lv1-31393-5940-12318-3950
59,1902386001_2019-06-11 12_18_33-lv1-36234-6985-2256-1397,18-05623B_2019-05-07 23_46_22-lv1-23560-7133-2155-3840,2019-06-10 22_00_27-lv1-18950-13258-4802-4750
60,2019-06-11 00_55_09-lv1-28455-933-3881-4470,18-16638A_2019-05-08 02_54_25-lv1-21673-13678-6288-8686,2019-05890-1-2-2_2019-05-29 04_09_56-lv1-18641-14250-4430-2993
61,2019-06-10 21_06_06-lv1-18277-1317-3632-5069,D201711541_2019-05-21 11_28_51-lv1-38990-23529-2201-2163,2019-06-11 00_05_43-lv1-2035-12823-3642-3742
62,1902386002_2019-06-11 12_23_22-lv1-38745-14876-5611-7177,18-02792B_2019-05-07 22_35_03-lv1-2384-13662-5614-5104,2019-10951-1-1-1_2019-05-28 15_32_06-lv1-46015-20331-12311-4414
63,2019-10953-1-1-1_2019-05-28 15_28_03-lv1-30405-982-7616-7742,D201803519_2019-05-14 15_14_44-lv1-37789-37126-5701-3477,2019-06-04 17_03_06-lv1-29057-9447-5532-3914
64,2019-06-10 21_56_49-lv1-1146-10996-4605-4029,,2019-05890-1-5-5_2019-05-29 03_46_25-lv1-25780-6939-9825-8965
65,2019-06-04 17_56_04-lv1-17176-9852-3849-4436,,2019-06-11 00_46_38-lv1-3641-3675-3908-5775
66,2019-06-10 23_46_46-lv1-1327-13462-4548-3699,,D20190445103_2019-06-10 14_26_02-lv1-16400-15396-5392-7030
67,2019-06-10 22_19_26-lv1-734-13605-6254-4191,,D20190286206_2019-06-10 14_58_35-lv1-4261-12473-5210-3023
68,2019-06-11 00_32_33-lv1-28506-12034-3908-4680,,2019-08972-1-1-1_2019-05-29 00_06_22-lv1-43192-9800-4958-3383
69,2019-10732-1-2-2_2019-05-28 17_07_02-lv1-20190-24783-6547-8251,,D20190381406_2019-06-10 14_42_20-lv1-733-24093-3432-3084
70,2019-10737-1-3-3_2019-05-28 16_09_09-lv1-33179-13494-5260-6326,,2019-06-11 00_25_21-lv1-16078-1535-7044-5614
71,2019-06-10 12_02_57-lv1-32324-14737-5010-5710,,2019-06-04 17_51_19-lv1-22458-18530-7829-12723
72,2019-06-11 00_27_53-lv1-16370-20506-2881-2477,,1902160001_2019-06-11 12_36_32-lv1-42822-14737-4416-4096
73,2019-06-11 00_38_39-lv1-782-12237-5175-5009,,2019-06-11 09_15_18-lv1-23037-23173-3077-4387
74,2019-05890-1-5-5_2019-05-29 03_46_25-lv1-10646-28473-10848-8938,,2019-06-10 23_33_19-lv1-12630-14289-6198-5611
75,2019-05890-1-1-1_2019-05-29 04_16_22-lv1-32976-4306-7960-8482,,1903406001_2019-06-11 12_03_13-lv1-16299-14974-3560-3906
76,2019-08980-1-2-2_2019-05-28 21_32_39-lv1-72667-1174-4502-6002,,2019-06-10 22_13_56-lv1-17041-12331-4567-4502
77,2019-08261-1-1-1_2019-05-29 01_05_21-lv1-42127-18322-5674-3309,,2019-10737-1-3-3_2019-05-28 16_09_09-lv1-42153-16864-3472-2613
78,2019-07498-1-1-1_2019-05-29 08_39_10-lv1-37980-7135-8091-5797,,1900769002_2019-06-11 13_19_00-lv1-16645-13460-4716-4003
79,D20181187110_2019-06-10 11_15_43-lv1-18988-4786-2134-2134,,18-05623B_2019-05-07 23_46_22-lv1-19863-4876-3687-5587
80,2019-06-10 23_01_17-lv1-15671-13172-3951-5388,,1800883002_2019-04-30 09_57_31-lv1-32373-29627-2888-5031
81,2019-07805-1-1-1_2019-05-29 05_23_08-lv1-34745-28963-3989-6403,,2018_68099_1-1_2019-02-20 23_21_13-lv1-18019-14672-3129-3364
82,2019-06-10 22_36_47-lv1-21862-15109-4714-5339,,2018_83220_1-1_2019-02-20 18_33_11-lv1-59641-33027-4844-3976
83,2019-06-10 22_28_55-lv1-13038-20698-5105-4669,,18-09926A_2019-05-08 00_06_27-lv1-23990-14292-4181-5408
84,2019-06-11 00_48_57-lv1-27349-9694-3362-2073,,18-15948A_2019-05-08 2_39_44-lv1-1998-10776-6940-4790
85,2019-06-10 23_39_25-lv1-446-14093-6134-6300,,2018_72876_1-1_2019-02-21 00_28_52-lv1-31103-26670-3231-3747
86,2019-10732-1-2-2_2019-05-28 17_07_02-lv1-49323-19621-6445-9065,,2018_78758_1-1_2019-02-21 01_17_57-lv1-16323-27767-4403-2207
87,2019-08863-1-1-1_2019-05-29 00_31_57-lv1-26775-8699-9357-4453,,18-09530A_2019-05-07 23_50_03-lv1-36901-16600-1692-2186
88,2019-06-10 11_04_00-lv1-3594-33188-2861-1661,,18-10829B_2019-05-08 00_47_24-lv1-20240-15499-4901-5215
89,2019-06-10 21_11_51-lv1-16817-3426-6576-6024,,2018_78758_1-1_2019-02-21 01_17_57-lv1-19474-24877-4448-4084
90,2019-06-10 22_23_19-lv1-16965-13540-6383-3965,,D201710920_2019-05-21 11_52_57-lv1-27184-25058-6217-9485
91,2019-08976-1-1-1_2019-05-28 23_07_27-lv1-54636-8351-5285-8025,,18-04026B_2019-05-07 23_23_28-lv1-15774-15050-5461-4445
92,2019-10507-1-1-1_2019-05-28 17_41_21-lv1-32379-4783-6197-6790,,D20171243404_2019-05-21 11_08_16-lv1-39057-28108-2988-2560
93,1902369001_2019-06-11 12_30_17-lv1-20073-15402-4002-4366,,1901940-1_2019-04-30 10_30_47-lv1-44085-11603-3541-4701
94,2019-08895-1-1-1_2019-05-29 00_16_03-lv1-32906-4373-5396-3862,,D20170951201_2019-05-14 14_41_50-lv1-35668-24223-3196-4870
95,2019-11842-1-1-1_2019-05-28 14_22_48-lv1-39336-11723-3567-4332,,18-11879B_2019-05-08 01_08_38-lv1-12110-18266-7364-7757
96,2019-07506-1-6-6_2019-05-29 06_02_44-lv1-23392-11735-5508-4131,,2018_75775_1-1_2019-02-21 00_58_00-lv1-27244-34818-3645-2230
97,D20190284802_2019-06-10 15_06_21-lv1-22139-12655-2839-4083,,D201802733_2019-05-14 15_41_01-lv1-18828-14936-7756-5310
98,D20190284705_2019-06-10 15_10_34-lv1-16662-25829-5910-3664,,18-15948A_2019-05-08 2_39_44-lv1-3890-15585-4835-3398
99,2019-09674-1-1-1_2019-05-28 20_06_49-lv1-53580-23000-5828-6432,,1800127001_2019-04-30 10_40_02-lv1-6892-18147-4571-3989
100,2019-08979-1-1-1_2019-05-28 22_36_37-lv1-43414-9050-8560-10324,,18_00991B_2019-05-07 21_27_54-lv1-21230-29833-4835-6374
101,2019-07502-1-1-1_2019-05-29 07_14_13-lv1-37002-16572-4175-7633,,18-01592A_2019-05-07 21_59_18-lv1-20007-8774-7056-3136
102,2019-10962-1-1-1_2019-05-28 15_22_19-lv1-32816-22647-2905-2748,,D20170518201_2019-05-14 12_05_30-lv1-30277-26951-8886-7721
103,2019-06-10 21_33_44-lv1-17722-21202-2673-2735,,18-11879A_2019-05-08 01_03_15-lv1-11136-14308-2813-3714
104,2019-06-10 22_53_48-lv1-13566-16159-4725-4900,,D20170518201_2019-05-14 12_05_30-lv1-39509-31959-5934-5127
105,2019-10737-1-1-1_2019-05-28 16_25_50-lv1-52019-13596-5916-5916,,D20170362101_2019-05-14 10_54_29-lv1-29935-31527-7716-4964
106,2019-06-04 17_46_32-lv1-16885-6853-3045-5473,,18-16638A_2019-05-08 02_54_25-lv1-18037-16370-3576-4362
107,2019-06-04 17_21_46-lv1-19373-12676-3912-4106,,2018_83253_1-1_2019-02-20 18_38_45-lv1-2951-33576-3045-4336
108,1800769002_2019-06-11 13_32_47-lv1-41963-16720-2440-1801,,18-09926B_2019-05-08 00_13_33-lv1-9910-26446-3879-4218
109,2019-06-10 13_05_20-lv1-16334-16650-3601-3285,,18-00530B_2019-05-07 23_56_22-lv1-11712-16122-7372-7686
110,2019-06-10 12_36_51-lv1-14783-14099-5895-4224,,2018_78758_1-1_2019-02-21 01_17_57-lv1-14935-29701-5017-4061
111,2019-06-04 17_24_31-lv1-23876-17302-2084-2839,,2018_83253_1-1_2019-02-20 18_38_45-lv1-883-22059-4376-3680
112,2019-06-11 00_46_38-lv1-2065-15751-2741-4083,,2018_74432_1-1_2019-02-21 00_38_07-lv1-42489-21326-4481-2619
113,2019-06-04 17_00_32-lv1-2300-10740-3824-2847,,D20171243404_2019-05-21 11_08_16-lv1-34700-28211-3630-4561
114,2019-06-10 21_54_03-lv1-1377-7630-4352-4029,,D20170951201_2019-05-14 14_41_50-lv1-27257-23870-4628-6000
115,2019-10503-1-1-1_2019-05-28 17_51_26-lv1-29114-7260-2985-14450,,D201801775B_2019-05-14 16_11_32-lv1-32649-27988-6434-3613
116,2019-10195-1-1-1_2019-05-28 19_21_29-lv1-40740-12918-6524-8677,,18-10829B_2019-05-08 00_47_24-lv1-24450-13719-3372-5801
117,2019-08974-1-3-3_2019-05-28 23_36_34-lv1-47912-7170-4032-4565,,D201803511_2019-05-14 15_24_16-lv1-35489-31012-3664-4696
118,2019-08979-1-3-3_2019-05-28 22_17_51-lv1-42656-17844-6415-7137,,18-01454B_2019-05-07 21_53_08-lv1-12943-25586-5481-2968
119,2019-06-04 17_21_46-lv1-981-12783-3699-3980,,1901940-1_2019-04-30 10_30_47-lv1-40561-17303-4906-4343
120,2019-07503-1-3-3_2019-05-29 06_41_43-lv1-44453-9575-5968-6155,,2018_73834_1-1_2019-02-21 00_16_28-lv1-43278-10364-7406-7672
121,D20180586802_2019-06-10 13_31_46-lv1-11083-13485-3980-2200,,1901067001_2019-04-30 10_36_04-lv1-17809-14080-2848-6199
122,2019-06-04 17_29_52-lv1-34988-20733-5737-4828,,D20170857801_2019-05-14 14_17_15-lv1-30317-22362-4468-4561
123,2019-06-10 21_31_01-lv1-16233-13117-5404-5600,,D20180177401_2019-05-14 16_20_21-lv1-35775-30321-8440-9363
124,2019-06-10 22_33_32-lv1-3502-12162-8299-5376,,D201803519_2019-05-14 15_14_44-lv1-38817-33027-4911-4640
125,2019-06-10 22_40_10-lv1-2678-16703-4958-4958,,18-10829A_2019-05-08 00_40_37-lv1-41168-7882-3765-3289
126,2019-08976-1-4-4_2019-05-28 22_46_07-lv1-37015-6427-4484-5834,,
127,1902386001_2019-06-11 12_18_33-lv1-31288-7998-3050-1661,,
128,2019-08895-1-1-1_2019-05-29 00_16_03-lv1-18024-33741-5509-2953,,
129,2019-08980-1-2-2_2019-05-28 21_32_39-lv1-68883-9330-4175-5937,,
130,2019-06-10 22_42_40-lv1-24369-15290-7307-5711,,
131,2019-07502-1-2-2_2019-05-29 07_05_35-lv1-40805-21573-6383-5024,,
132,D20190296201_2019-06-10 14_50_28-lv1-38715-30688-5386-8775,,
133,D20190284902_2019-06-10 15_02_38-lv1-16068-3027-6315-4228,,
134,2019-06-10 23_41_58-lv1-3079-15789-8416-7438,,
135,2019-09687-1-1-1_2019-05-28 19_57_12-lv1-49087-30726-6141-5333,,
136,D20180598601_2019-06-10 13_23_14-lv1-31229-13414-4663-5757,,
137,2019-10213-1-1-1_2019-05-28 18_22_44-lv1-40441-15384-6755-6927,,
138,2019-08976-1-4-4_2019-05-28 22_46_07-lv1-41959-7311-4663-4432,,
139,2019-06-10 21_41_32-lv1-26668-22534-8056-3650,,
140,2019-06-11 00_38_39-lv1-22017-15326-5194-4834,,
141,2019-07506-1-1-1_2019-05-29 06_34_07-lv1-31721-10829-5554-3640,,
142,2019-06-10 22_56_10-lv1-747-14359-8009-8045,,
143,2019-06-11 01_00_50-lv1-15069-15185-10983-7901,,
144,2019-07503-1-3-3_2019-05-29 06_41_43-lv1-36370-19523-6217-5844,,
145,2019-06-10 23_52_32-lv1-18728-14185-5556-4019,,
146,2019-08140-1-1-1_2019-05-29 01_22_08-lv1-37576-9838-4308-5583,,
147,2019-06-04 17_37_35-lv1-1973-13163-4530-3548,,
148,2019-10213-1-1-1_2019-05-28 18_22_44-lv1-36516-19964-3912-3677,,
149,2019-06-10 22_19_26-lv1-24591-12638-6061-4320,,
150,2019-06-11 00_05_43-lv1-11765-13172-3442-3841,,
151,D20181284101_2019-06-10 10_53_49-lv1-15102-6018-3761-1504,,
152,2019-06-10 14_17_59-lv1-14799-13043-6355-6908,,
153,2019-07460-1-1-1_2019-05-29 09_02_42-lv1-36814-6579-3841-3433,,
154,1902160001_2019-06-11 12_36_32-lv1-39045-16016-3312-4096,,
155,2019-06-10 23_20_12-lv1-21385-4974-3108-4290,,
156,2019-08976-1-2-2_2019-05-28 22_58_46-lv1-47095-5988-1911-3886,,
157,2019-06-04 17_24_31-lv1-25966-12397-2491-6808,,
158,2019-06-11 09_15_18-lv1-20478-17628-3991-6155,,
159,2019-08980-1-2-2_2019-05-28 21_32_39-lv1-57725-8547-5676-5415,,
160,2019-09191-1-1-1_2019-05-28 21_14_56-lv1-32593-18740-3330-1535,,
161,2019-06-11 00_25_21-lv1-15884-30825-6650-3884,,
162,D20181046602_2019-06-10 11_41_40-lv1-15675-15042-3919-5296,,
163,2019-06-04 17_51_19-lv1-314-21712-2941-6915,,
164,2019-07806-1-1-1_2019-05-29 02_30_26-lv1-51709-27019-5595-4076,,
165,2019-06-11 00_32_33-lv1-4179-16303-4165-4371,,
166,2019-06-10 22_10_29-lv1-19231-10197-4469-3147,,
167,2019-06-04 18_15_29-lv1-3056-33098-4649-3301,,
168,2019-06-10 21_21_25-lv1-16596-12509-7415-4191,,
169,D20180572305_2019-06-10 13_42_00-lv1-494-6204-1494-1449,,
170,2019-06-04 17_08_52-lv1-16428-11718-4556-4938,,
171,2019-06-10 12_32_46-lv1-15594-13858-2687-2104,,
172,2019-06-10 11_22_45-lv1-31445-5428-3392-3914,,
173,D20190381406_2019-06-10 14_42_20-lv1-5450-22053-1872-4004,,
174,2019-07501-1-3-3_2019-05-29 07_53_41-lv1-35261-15594-3588-8743,,
175,2019-06-10 14_17_59-lv1-30053-13982-7405-5582,,
176,2019-06-10 23_52_32-lv1-3419-18441-5260-4255,,
177,2019-08979-1-4-4_2019-05-28 22_09_04-lv1-57922-3131-4306-5937,,
178,2019-05891-1-5-5_2019-05-29 03_17_43-lv1-21385-20833-4026-4299,,
179,2019-07806-1-1-1_2019-05-29 02_30_26-lv1-45859-24463-4952-4414,,
180,2019-10620-1-1-1_2019-05-28 17_28_41-lv1-41477-15784-5544-4164,,
181,2019-06-10 21_49_43-lv1-21091-6948-3426-2284,,
182,2019-06-10 23_49_33-lv1-3374-15367-5438-4241,,
183,2019-08979-1-5-5_2019-05-28 22_01_00-lv1-49604-12407-8550-4392,,
184,2019-09687-1-1-1_2019-05-28 19_57_12-lv1-53049-5219-2479-2218,,
185,2019-08320-1-1-1_2019-05-29 00_54_24-lv1-21889-16386-1831-1508,,
186,2019-06-10 23_30_43-lv1-11782-4495-2434-2996,,
187,2019-10737-1-2-2_2019-05-28 16_19_15-lv1-30685-21461-7932-5491,,
188,2019-06-10 21_25_25-lv1-3163-15541-9072-4719,,
189,2019-06-04 17_17_30-lv1-23592-8720-5908-3449,,
190,1901020001_2019-06-11 13_10_29-lv1-17102-15088-2727-2195,,
191,2019-06-10 22_03_21-lv1-1471-12813-6705-5867,,
192,2019-06-10 21_33_44-lv1-2551-18715-3544-3606,,
193,2019-07503-1-2-2_2019-05-29 06_49_48-lv1-38588-5872-2805-6981,,
