,train,val,test
154,TCGA-DX-A3M2-01Z-00-DX1.B2806534-80E2-488B-852D-F87D8F6B0997,,
155,732812_LP_3_587 20_5 ,,
156,TCGA-DX-AB37-01Z-00-DX2.47D61CC1-F1E9-4423-9F64-6BAE8EC6735A,,
157,TCGA-WK-A8XQ-01Z-00-DX4.30293A97-47CC-4EB2-AFDE-458E7FE19759,,
158,TCGA-DX-A6BH-01Z-00-DX2.8BF0E385-0450-4D17-B5EC-EE499DA5499C,,
159,TCGA-DX-A6BF-01Z-00-DX1.65A5BFB0-4D3A-466E-9E7C-B8E4C1E02FF5,,
160,TCGA-DX-A1KX-01Z-00-DX1.334B2EEA-33C8-40A5-A19F-61D0087C978E,,
161,TCGA-DX-AB2H-01Z-00-DX1.F595B9EE-062B-41CA-B96C-58E8F11963AF,,
162,TCGA-3B-A9HL-01Z-00-DX1.E7B32155-5633-4623-A8F9-D51F0EB4E8EA,,
163,713276_6132 20 - 2020-07-25 18.05.29,,
164,4567206215_1290_20_2,,
165,TCGA-DX-A23R-01Z-00-DX1.4019729D-79B3-4B0E-8C5B-02938F5C61D2,,
166,742405_1629 20_11,,
167,TCGA-DX-A1L2-01Z-00-DX1.CEAD4A86-AFFE-4A9B-A7B8-07791459091B,,
168,TCGA-DX-A1KZ-01Z-00-DX1.0F3D83DA-B9C9-4F6F-884B-FF2C949FB0F2,,
169,TCGA-DX-A1KW-01Z-00-DX1.D3379503-58B8-4D5D-84DD-C1FF5418165E,,
170,TCGA-WK-A8XQ-01Z-00-DX1.9567D1AA-A6BE-4642-9E4A-FA10F5CE189B,,
171,748804_6555 20,,
172,732812_LP_3_587 20_7 ,,
173,745521_3960_20_8,,
174,TCGA-DX-A1L3-01Z-00-DX1.E8818734-E8DA-40F7-9E14-5806D4691E96,,
175,TCGA-DX-A2IZ-01Z-00-DX1.21447C40-8521-4E40-90C6-D1A937B64190,,
176,732812_LP_3_587 20_10 ,,
177,732812_LP_3_587 20_2 ,,
178,TCGA-DX-A6BK-01Z-00-DX1.2667714B-C1C9-4204-B04A-98861834E65E,,
179,TCGA-DX-A3M1-01Z-00-DX1.89418A40-925B-49FA-8A6D-C67DF76DBD6F,,
180,TCGA-DX-A1KU-01Z-00-DX1.3A094B6B-CF4D-4012-841A-3B888E09327D,,
181,TCGA-DX-A23Y-01Z-00-DX1.1D3F8195-645A-49D4-9044-4261FEFD7EF0,,
182,TCGA-DX-AB2H-01Z-00-DX4.D7CB742A-A0B8-4454-A291-85F8D9A8C21E,,
183,TCGA-DX-A23T-01Z-00-DX1.AEFA32EC-6E45-471F-A0F9-D891F1B25A22,,
184,TCGA-DX-A3U5-01Z-00-DX1.E786E6CE-C1C4-4F79-8304-C59BC9ADD0AD,,
185,745521_3960_20_2,,
186,TCGA-3B-A9HO-01Z-00-DX1.92599E15-92BB-4C57-80AB-B5820DE98B7B,,
187,TCGA-WK-A8XQ-01Z-00-DX3.224831F2-0BF9-4055-B5FA-D08B88B29962,,
188,742405_1629 20_16,,
189,C3L-05023-24,,
190,742405_1629 20_9,,
191,559279_6998 20 - 2020-08-04 18.55.08,,
192,742405_1629 20_6,,
193,732812_LP_3_587 20_9 ,,
194,TCGA-DX-A23U-01Z-00-DX1.39EF5662-E7E5-4D5C-BB70-9AA00B762AC5,,
195,732812_LP_3_587 20_11 ,,
196,732812_LP_3_587 20_4 ,,
197,TCGA-3R-A8YX-01Z-00-DX1.C340AFDA-E53B-4EA5-BA65-2F2F6AAA3B21,,
198,748804_6555 20_3,,
199,C3L-05852-21,,
200,TCGA-DX-AB2H-01Z-00-DX3.EFF4CE5A-FE1D-4ADE-8EA1-17618C0C8519,,
201,742405_1629 20_18,,
202,742405_1629 20_5,,
203,732812_LP_3_587 20_8 ,,
204,TCGA-WK-A8XO-01Z-00-DX1.B5C49FBF-EEF4-40E2-8C7C-4794E6846B65,,
205,742405_1629 20_4,,
206,745521_3960_20_7,,
207,TCGA-DX-A6BF-01Z-00-DX2.D5380C86-471E-41CE-B61E-5117794EBCD6,,
208,732812_LP_3_587 20_3 ,,
209,TCGA-DX-AB2G-01Z-00-DX1.3AB46986-3D64-4395-85CB-CFFDA2024D9A,,
210,TCGA-DX-A6BG-01Z-00-DX1.64FE42B8-DE0D-4C50-817B-1F0FB159CD2F,,
211,750818_8722 20 ,,
212,4567206215_1290_20_1,,
213,TCGA-WK-A8XO-01Z-00-DX5.45E4CD45-C8B2-4686-861C-5E7264FBA983,,
214,TCGA-FX-A2QS-01Z-00-DX1.1C5D6E33-BDFD-48A1-9552-0013393F2EAC,,
215,TCGA-DX-A1KY-01Z-00-DX1.0523F0DD-BDCB-479B-836E-CCAB52D051F0,,
216,TCGA-WK-A8XQ-01Z-00-DX5.8854940D-4B20-4241-B9FD-4F7D1C109D8F,,
217,742405_1629 20_10,,
218,TCGA-DX-AB2G-01Z-00-DX2.163DEDDF-91EC-43F3-AD0A-BD4F585FAB7A,,
219,4567206215_1290_20_4,,
220,TCGA-DX-A1L0-01Z-00-DX1.4FA1C23F-8118-4BE4-842A-C7B0C57C9876,,
221,742405_1629 20_8,,
222,742405_1629 20_2,,
223,TCGA-DX-A7EI-01Z-00-DX4.7AD7DC7F-0192-407B-B94D-83E398E88AF9,,
224,TCGA-DX-A7ES-01Z-00-DX1.8218255F-C439-41CB-B25B-F177D19BAF28,,
225,732812_LP_3_587 20_14 ,,
226,TCGA-DX-A3LY-01Z-00-DX1.9F133C2C-AFFA-4A13-AA2B-BB4824FFAD61,,
227,737695_588 20_5,,
228,TCGA-DX-AB35-01Z-00-DX1.7EC65E28-9582-463F-AD56-985E0826E2CE,,
229,737695_588 20_7,,
230,TCGA-DX-A3U6-01Z-00-DX1.ACF0D3DB-CB03-463D-B3BB-3F513A9E60C6,,
231,C3L-05023-25,,
232,TCGA-DX-A1L4-01Z-00-DX1.771F338F-94D2-432F-A35D-6B72852BC245,,
233,737695_588 20_9,,
234,742405_1629 20_13,,
235,742405_1629 20_17,,
236,TCGA-3B-A9HJ-01Z-00-DX1.69A75A26-AE30-45BC-AD0E-35CEB9377DD0,,
237,745521_3960_20_1,,
238,741797_4182 20 - 2020-12-01.12,,
239,745521_3960_20_3,,
240,TCGA-DX-AB2H-01Z-00-DX2.6A7675DD-2EC1-4E07-ADB8-05F98E32658D,,
241,745521_3960_20_10,,
242,C3L-05023-26,,
